time,ax,ay,az,atotal
4.377,0.15,-0.48,-0.19,0.54
4.387,0.17,-0.23,-0.03,0.29
4.397,0.03,0.17,-0.12,0.21
4.407,0.26,0.21,0.07,0.34
4.417,0.51,0.09,0.04,0.52
4.427,0.22,0.27,-0.33,0.48
4.437,0.17,0.10,-0.01,0.20
4.447,-0.28,-0.01,0.06,0.29
4.458,-0.29,-0.21,0.25,0.43
4.468,-0.53,0.21,-0.01,0.57
4.478,-0.28,0.44,-0.04,0.52
4.488,0.07,0.16,-0.18,0.25
4.498,0.24,-0.30,-0.07,0.39
4.508,0.27,-0.48,-0.15,0.57
4.518,0.11,-0.26,-0.25,0.38
4.528,0.15,0.03,0.03,0.16
4.538,0.30,0.33,-0.01,0.45
4.548,0.39,0.18,0.17,0.46
4.558,0.26,0.18,-0.36,0.48
4.568,-0.09,0.08,-0.02,0.12
4.579,-0.15,0.06,0.03,0.17
4.589,-0.44,-0.04,0.39,0.59
4.599,-0.50,0.30,-0.10,0.59
4.609,-0.16,0.32,-0.18,0.41
4.619,0.24,-0.18,0.06,0.30
4.629,0.17,-0.33,-0.29,0.47
4.639,0.27,-0.42,-0.12,0.51
4.649,0.07,-0.22,-0.02,0.23
4.659,0.15,0.14,-0.10,0.23
4.669,0.30,0.43,0.08,0.53
4.680,0.50,0.20,0.05,0.54
4.690,0.22,0.14,-0.38,0.46
4.700,-0.14,-0.04,0.03,0.15
4.710,-0.08,-0.27,0.21,0.35
4.720,-0.50,0.30,0.10,0.59
4.730,-0.46,0.59,0.03,0.75
4.740,-0.21,0.25,-0.15,0.36
4.750,0.17,-0.30,-0.05,0.35
4.760,0.10,-0.31,-0.25,0.41
4.770,0.33,-0.41,-0.00,0.53
4.780,0.23,-0.33,-0.14,0.42
4.791,0.25,0.12,-0.11,0.30
4.800,0.41,0.38,0.30,0.63
4.811,0.29,0.30,-0.23,0.48
4.821,0.09,0.10,-0.16,0.21
4.831,-0.11,-0.08,0.09,0.16
4.841,-0.32,-0.08,0.14,0.36
4.851,-0.48,0.42,0.14,0.66
4.861,-0.22,0.46,-0.07,0.51
4.871,-0.03,0.01,-0.20,0.20
4.881,0.32,-0.45,-0.09,0.56
4.891,0.13,-0.34,-0.12,0.38
4.901,0.02,-0.15,-0.27,0.31
4.911,0.15,-0.12,0.11,0.23
4.922,0.26,0.13,-0.13,0.32
4.932,0.41,0.34,0.14,0.55
4.942,0.41,0.35,-0.16,0.56
4.952,0.08,0.02,-0.18,0.20
4.962,-0.13,-0.18,0.08,0.24
4.972,-0.46,-0.10,0.30,0.56
4.982,-0.51,0.56,-0.04,0.76
4.992,-0.22,0.50,-0.03,0.55
5.002,0.08,-0.10,-0.06,0.14
5.012,0.13,-0.47,-0.36,0.61
5.023,0.35,-0.43,-0.02,0.56
5.032,0.19,-0.11,-0.08,0.23
5.043,0.12,-0.09,-0.02,0.15
5.053,0.17,0.16,-0.10,0.26
5.063,0.41,0.32,0.16,0.54
5.073,0.37,0.43,-0.14,0.58
5.083,-0.02,0.04,-0.08,0.09
5.093,-0.22,-0.21,-0.00,0.30
5.103,-0.44,0.02,0.37,0.58
5.113,-0.42,0.61,-0.14,0.76
5.123,-0.14,0.47,-0.06,0.50
5.133,0.29,-0.33,0.03,0.44
5.143,0.02,-0.47,-0.40,0.62
5.154,0.28,-0.42,-0.08,0.51
5.163,0.05,-0.06,0.10,0.13
5.174,0.08,0.07,-0.31,0.33
5.184,0.32,0.13,0.22,0.40
5.194,0.51,0.24,0.01,0.56
5.204,0.31,0.33,-0.28,0.53
5.214,-0.05,0.06,0.00,0.08
5.224,-0.22,-0.29,0.23,0.43
5.234,-0.55,0.08,0.02,0.56
5.244,-0.40,0.63,-0.05,0.75
5.254,-0.09,0.52,0.02,0.53
5.264,0.26,-0.29,-0.11,0.41
5.275,0.11,-0.50,-0.31,0.60
5.285,0.24,-0.39,-0.06,0.46
5.295,0.21,-0.05,-0.02,0.22
5.305,0.06,0.21,-0.20,0.29
5.315,0.32,0.13,0.23,0.42
5.325,0.42,0.22,-0.01,0.48
5.335,0.25,0.20,-0.32,0.45
5.345,-0.07,0.02,0.02,0.07
5.355,-0.26,-0.27,0.28,0.46
5.365,-0.48,0.07,-0.02,0.49
5.375,-0.40,0.54,0.02,0.67
5.385,0.07,0.39,0.00,0.40
5.396,0.15,-0.16,-0.25,0.33
5.406,0.29,-0.58,-0.10,0.65
5.416,0.07,-0.44,-0.24,0.50
5.426,-0.01,-0.04,-0.08,0.09
5.436,0.16,0.30,0.06,0.35
5.446,0.39,0.19,0.15,0.46
5.456,0.59,0.22,-0.25,0.67
5.466,0.21,0.16,-0.10,0.28
5.476,-0.13,0.05,-0.11,0.18
5.486,-0.45,-0.17,0.27,0.55
5.496,-0.28,-0.04,0.21,0.36
5.507,-0.41,0.51,-0.25,0.70
5.517,0.13,0.38,0.07,0.40
5.527,0.08,-0.07,-0.10,0.15
5.537,0.09,-0.46,-0.32,0.57
5.547,0.24,-0.45,0.05,0.51
5.557,0.09,-0.11,-0.12,0.19
5.567,0.30,0.31,-0.12,0.45
5.577,0.40,0.27,0.37,0.61
5.587,0.35,0.26,-0.37,0.57
5.597,0.04,0.07,-0.06,0.10
5.607,-0.13,-0.08,-0.09,0.17
5.617,-0.25,-0.13,0.23,0.36
5.628,-0.35,0.03,0.20,0.40
5.638,-0.29,0.50,-0.21,0.62
5.648,0.07,0.27,0.07,0.29
5.658,0.10,-0.11,-0.13,0.20
5.668,0.08,-0.41,-0.23,0.48
5.678,0.19,-0.46,-0.19,0.53
5.688,0.14,-0.12,0.02,0.19
5.698,0.22,0.36,-0.12,0.43
5.708,0.09,0.49,0.19,0.54
5.718,0.47,0.10,-0.13,0.50
5.728,0.35,-0.04,-0.25,0.43
5.738,0.09,-0.21,0.00,0.23
5.748,-0.38,-0.17,0.23,0.47
5.759,-0.55,0.16,0.24,0.62
5.769,-0.35,0.51,-0.27,0.68
5.779,-0.01,0.26,0.10,0.28
5.789,0.21,-0.15,-0.09,0.28
5.799,0.13,-0.25,-0.42,0.51
5.809,0.15,-0.40,-0.06,0.43
5.819,0.17,-0.12,-0.19,0.28
5.829,0.28,0.24,0.24,0.44
5.839,0.41,0.39,-0.02,0.56
5.849,0.26,0.29,-0.25,0.46
5.860,0.06,-0.15,0.03,0.16
5.870,-0.19,-0.14,-0.24,0.33
5.880,-0.22,-0.07,0.23,0.33
5.890,-0.37,0.30,0.26,0.54
5.900,-0.24,0.45,-0.16,0.53
5.910,0.07,0.08,-0.15,0.18
5.920,0.19,-0.33,-0.03,0.38
5.930,0.07,-0.26,-0.24,0.36
5.940,0.04,-0.17,-0.08,0.20
5.950,0.19,-0.21,-0.05,0.29
5.960,0.17,0.11,-0.08,0.22
5.970,0.38,0.40,0.16,0.58
5.980,0.46,0.42,-0.19,0.65
5.991,0.14,-0.01,-0.10,0.17
6.001,-0.15,-0.16,-0.19,0.29
6.011,-0.35,-0.26,0.37,0.57
6.021,-0.33,0.27,0.09,0.44
6.031,-0.37,0.55,-0.02,0.67
6.041,0.10,0.03,-0.11,0.15
6.051,0.05,-0.34,-0.21,0.41
6.061,0.16,-0.30,-0.12,0.36
6.071,0.07,-0.11,-0.16,0.20
6.081,0.18,-0.10,-0.08,0.22
6.092,0.31,0.07,-0.03,0.31
6.101,0.47,0.19,0.14,0.52
6.112,0.32,0.35,-0.13,0.49
6.122,-0.10,0.20,-0.25,0.33
6.132,-0.03,-0.26,0.20,0.33
6.142,-0.32,-0.11,0.05,0.34
6.152,-0.23,0.19,0.20,0.36
6.162,-0.36,0.62,-0.02,0.71
6.172,0.08,0.13,-0.12,0.20
6.182,0.11,-0.36,-0.17,0.41
6.192,0.07,-0.36,-0.09,0.38
6.202,0.07,-0.15,-0.20,0.26
6.212,0.10,0.01,-0.01,0.11
6.223,0.18,0.08,-0.08,0.21
6.233,0.36,0.16,0.18,0.44
6.243,0.64,0.27,-0.14,0.71
6.253,0.01,0.23,-0.13,0.26
6.263,-0.22,-0.01,-0.19,0.29
6.273,-0.25,-0.31,0.49,0.63
6.283,-0.44,0.04,-0.05,0.44
6.293,-0.27,0.54,-0.20,0.64
6.303,-0.03,0.34,0.07,0.35
6.313,0.23,-0.39,-0.16,0.49
6.324,-0.07,-0.45,-0.26,0.53
6.333,0.27,-0.22,-0.10,0.36
6.344,0.15,0.01,0.10,0.18
6.354,0.30,0.14,-0.32,0.46
6.364,0.37,0.22,0.32,0.53
6.374,0.34,0.25,-0.16,0.45
6.384,0.21,0.12,-0.29,0.38
6.394,-0.28,0.05,0.12,0.30
6.404,-0.32,-0.17,0.24,0.43
6.414,-0.35,0.07,0.05,0.36
6.424,-0.28,0.45,-0.00,0.53
6.434,0.06,0.30,-0.17,0.34
6.444,0.17,-0.40,-0.03,0.43
6.454,0.05,-0.56,-0.26,0.62
6.464,0.09,-0.35,-0.22,0.42
6.475,0.16,0.04,0.02,0.17
6.485,0.26,0.27,-0.01,0.38
6.495,0.44,0.09,0.11,0.46
6.505,0.41,0.21,-0.26,0.53
6.515,0.07,0.21,-0.06,0.23
6.525,-0.13,0.03,-0.06,0.15
6.535,-0.33,-0.17,0.35,0.51
6.545,-0.52,0.10,0.04,0.53
