time,ax,ay,az,atotal
5.506,-0.24,-0.09,0.13,0.29
5.516,-0.32,-0.01,0.11,0.33
5.527,-0.44,0.29,0.27,0.59
5.537,-0.34,0.36,-0.15,0.52
5.547,-0.13,0.03,-0.20,0.24
5.557,0.28,-0.24,-0.07,0.37
5.567,0.08,-0.25,-0.27,0.37
5.577,0.24,-0.35,0.11,0.44
5.587,0.07,-0.26,-0.14,0.30
5.597,0.37,0.09,-0.15,0.41
5.607,0.46,0.36,0.30,0.66
5.617,0.38,0.23,-0.27,0.52
5.627,-0.04,-0.08,-0.03,0.10
5.637,-0.27,-0.20,0.03,0.34
5.648,-0.46,0.20,0.24,0.55
5.658,-0.63,0.91,0.34,1.16
5.668,-0.20,0.54,-0.13,0.59
5.678,-0.21,0.58,0.01,0.61
5.688,-0.01,1.52,0.60,1.64
5.698,0.81,1.22,0.47,1.54
5.708,0.24,0.16,-0.30,0.41
5.718,0.22,-0.72,-0.30,0.82
5.728,0.40,-0.93,-0.27,1.05
5.738,0.12,-0.76,0.15,0.79
5.748,0.15,-0.55,-0.00,0.58
5.759,-0.04,-0.50,-0.07,0.50
5.769,-0.16,-0.39,-0.27,0.50
5.779,-0.06,-0.40,0.00,0.41
5.789,-0.06,-0.15,-0.38,0.42
5.799,0.08,-0.16,-0.02,0.18
5.809,0.11,-0.12,-0.15,0.22
5.819,0.13,0.01,-0.35,0.38
5.829,0.27,0.00,-0.04,0.27
5.839,-0.08,0.05,-0.03,0.10
5.849,-0.25,-0.12,-0.13,0.31
5.859,-0.13,-0.22,-0.20,0.32
5.869,-0.01,-0.18,-0.17,0.25
5.879,0.07,-0.08,-0.12,0.16
5.890,0.07,-0.13,-0.09,0.18
5.900,0.18,-0.35,-0.25,0.47
5.910,-0.00,-0.28,-0.12,0.31
5.920,0.10,-0.24,-0.25,0.35
5.930,-0.14,-0.01,-0.09,0.17
5.940,-0.35,0.03,-0.16,0.39
5.950,-0.36,-0.23,-0.20,0.47
5.960,-0.17,-0.45,-0.18,0.51
5.970,0.30,-0.22,-0.35,0.52
5.980,0.61,-0.01,-0.18,0.64
5.990,0.35,0.26,0.01,0.44
6.001,-0.40,0.86,0.68,1.16
6.011,0.21,1.77,1.23,2.17
6.021,-0.54,0.95,-0.21,1.12
6.031,0.50,0.40,-0.48,0.80
6.041,-0.09,0.84,0.72,1.11
6.051,0.17,-0.50,0.39,0.66
6.061,-0.61,-1.26,-0.83,1.63
6.071,-0.03,-1.29,-0.06,1.29
6.081,0.02,-0.50,0.25,0.56
6.091,0.18,0.35,-0.38,0.55
6.101,0.14,0.37,-0.06,0.40
6.111,0.40,0.10,0.00,0.41
6.122,0.27,-0.06,0.24,0.36
6.132,0.37,0.15,-0.36,0.54
6.141,0.25,0.37,-0.08,0.46
6.152,-0.21,0.25,0.15,0.36
6.162,-0.34,-0.18,0.08,0.39
6.172,-0.45,-0.03,0.07,0.46
6.182,-0.41,0.32,-0.04,0.52
6.192,0.01,0.18,-0.13,0.23
6.202,0.26,-0.41,-0.14,0.51
6.212,0.15,-0.50,-0.26,0.58
6.222,0.16,-0.24,-0.07,0.29
6.232,0.02,0.12,-0.04,0.13
6.243,0.25,0.22,-0.12,0.35
6.253,0.41,0.15,0.32,0.54
6.263,0.28,0.20,-0.34,0.48
6.273,0.19,0.01,-0.09,0.21
6.283,-0.17,0.01,0.09,0.19
6.293,-0.35,-0.25,0.25,0.49
6.303,-0.42,0.02,0.10,0.43
6.313,-0.40,0.43,-0.03,0.59
6.323,-0.06,0.35,-0.14,0.38
6.333,0.15,-0.14,-0.02,0.21
6.343,0.23,-0.53,-0.18,0.61
6.353,0.17,-0.40,-0.23,0.49
6.364,0.38,-0.10,0.02,0.39
6.374,0.26,0.18,0.04,0.32
6.384,0.40,0.16,0.02,0.43
6.394,0.32,0.19,-0.29,0.47
6.404,-0.15,0.13,0.05,0.21
6.414,-0.23,0.00,-0.03,0.23
6.424,-0.36,0.00,0.15,0.39
6.434,-0.33,0.15,0.18,0.40
6.444,-0.21,0.38,-0.08,0.45
6.454,0.04,0.05,-0.00,0.06
6.465,0.06,-0.25,-0.28,0.38
6.474,0.11,-0.52,-0.07,0.53
6.485,0.25,-0.37,-0.12,0.46
6.495,0.17,-0.00,-0.18,0.25
6.505,0.27,0.37,0.18,0.49
6.515,0.39,0.32,-0.02,0.50
